score,content,label
5,engkau ada disaat aq lapar,Positif
5,Selalu bagus,Positif
5,Terima kasih gojek,Positif
5,Gojek is the best,Positif
1,gopaylater limit full tapi tdk bisa digunakan.. payah skrg.. ga seperti findaya bisa diandalkan. lucu gembar gembor notif limit di naikan tapi tdk bisa dipakai.,Negatif
5,Oke,Positif
2,"Tiap order dapet drivernya terlalu jauh dapetnya.. ga seperti awal2 gojek ,kesel nunggunya apa lagi paket urgent",Negatif
5,Mantap..mantap..ðŸ‘,Positif
1,Mohon maaf saya beri bintang 1 karena layanan go-send nya sangat tidak ramah untuk disabilitas netra berbeda dengan versi sebelumnya Ditunggu juga untuk vitur negonya agar bisa dinikmati pelanggan yg ingin menggunakannya,Negatif
1,Udah bertahun-tahun pake aplikasi ini orang lain pada dapet gopay later lah gw kaga ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…,Negatif
4,Udah lebih baik,Positif
5,membantu disaat kendaraan umum sudah tidak ada khususnya dimalam hari,Positif
4,"Tolong penumpang dibantu saat kesulitan membawa barang, terutama anak remaja..",Positif
1,Semenjak gopaylater dipegang MAB tidak bisa digunakan. Dan tidak ada solusi. Kecewa,Negatif
1,Kenapa gak bisa transfer ke rekening padahal gopay saya Udah plus sialan bikin kecawa,Negatif
4,Tolong jangan terlalu sering update,Positif
5,"Gojek merupakan salah satu platform yang terbaik karya anak negeri dalam bidang pelayanan diberbagai bidang jasa dijaman millenial ini mulai dari transportasi, kuliner, kesehatan,bisnis dan modal usaha ðŸ‘ðŸ‘ðŸ‘",Positif
5,nice,Positif
5,Bagusss bangett,Positif
5,Ok josss..,Positif
1,"Alih2 memperbaiki ui/ux, eh jeblog layanannya. Si oren better sih",Negatif
2,Pesan makan harus nunggu 1 jam lebih keburu lapar woy,Negatif
5,Membantu sekali,Positif
4,"Apk jadi aneh, mau bayar pay later malah muncul notif akun paylater belum aktif, ini gimana cara bayarnya? Sy gak mau kena denda",Positif
1,"Driver di ngawi tidak ramah, mintanya offline padahal sdh terhubung online, kalaupun mau minta tambahan karena mungkin waktunya malam, asal tidak jangan kebangetan, pasti bisa dikomunikasikan. Memudahkan urusan orang, bukan malah menyulitkan, kalau gak siap jadi driver gocar/online gak usah daftar. Gojek TOLONG PERHATIKAN HAL2 TERSEBUT, kemudian pilihan cancel juga harus ada opsi lainnya spy kastamer bisa jelaskan rinci alasan dicancel oleh kastamer, jangan seolah kastamernya yang selalu salah.",Negatif
5,Jangan banyak gangguan atau eror ya jack..,Positif
5,Keren,Positif
1,"Sangat susah mencari driver, pesanan goffod juga sangat lama di konfirmasi, sudah begini kita tidak bisa cancel, sementara kita sudah kelaparan. Tidak usah pakai gojek lagi",Negatif
5,Bagus,Positif
1,Bintang satu saya beli paket data dan status di batalkan uang di refund tapi saldo GO-PAY tabungan by jago saya ga kembali ini gimana jangan sampe uang saya ilang,Negatif
5,ok,Positif
1,Kenapa gopay later ga bisa di gunaian kembali..sudah 3 bulan ini selalu saja gagal terus .alasannya gangguan...masa iyaaa 3 bln gitu terus.saya ksih bintang 1 dulu,Negatif
5,Sngat membntu ketika mlas kluar rumah,Positif
2,Tidak efisien penjemputan terlalau jauh memakan waktu lama,Negatif
5,Bagus banget membantu sekali,Positif
1,"Katanya update jatuh temponya 45 hari, kok telat sehari kena 50. Gw aja baru pake gopay later baru 2 minggu an. Masak awal tahun langsung bayar, dah ga usah bayar lah. Enak yg dulu,",Negatif
5,Bagus,Positif
2,"Kalo hujan susah cari driver masih wajar, ini sehabis hujan pun susah banget cari drivernya. Sangat disayangkan, padahal sering banget pake gojek. Liburan saya jadi gagal gara gara susah cari driver sama lama banget cari drivernya. Makin menurun kualitas pelayanannya.",Negatif
5,pada ramah,Positif
1,TIM PENAGIHAN GOPAY LATER DARI MULTIFINANCE ANAK BANGSA (MAB) SANGAT KASAR DAN BARU TELAT BAYAR BEBERAPA HARI LANGSUNG MENGANCAM DATANGKAN TIM PENAGIH LAPANGAM DATANG KE ALAMAT.... GAK LAGI DEH PAKAI GOJEK DAN LANGSUNG DI LAPORIN KE PIHAK OJK ATAS TINDAKAN TIM PENAGIHANNYA.,Negatif
5,The best,Positif
5,Pelayanan yg sangat baik,Positif
5,Mantap,Positif
5,Bagus,Positif
1,"Kenapa gopaylater ngga bisa digunakan, padahal ngga pernah telat bayar. Ayolah, jangan buat pelanggan ribet",Negatif
5,Mantab,Positif
5,Sangat membantu perjalanan saya,Positif
1,aplikasi ini di kota Jember semakin hancur aja. layanan semakin mahal gk jelas dulu berjaya sekarang malah tertinggal jauh sama grab ðŸ¤­,Negatif
5,Sangat bermanfaat buat saya,Positif
5,â¤ï¸â¤ï¸â¤ï¸,Positif
5,"mantap makin kesini makin ok,",Positif
5,Manfaat sekali mempermudah perjalanan,Positif
1,"gak ada opsi pembatalan food, kasian ke orang yang sering keteken kaya saya",Negatif
1,"Limit gopaylater mah nambah sampai sejuta lebih tapi percuma ga bisa dipakai belanja misal ke alfagift , ga bisa buat beli paket data. Payah sejak beralih dari findaya ke MAB. Makin kacau, lancar cuma buat belanja aja di tokopedia. Mana skrg parah klo lupa sehari aja lgsg kena potong 50rb, parah!parah!",Negatif
1,Ini aplikasi semakin lama makin aneh deh perasaan q GK pernah report abg2 gojeknya tiba2 ada notif bahwa q udh ngelaporin abg2 gojeknya melakukan pelecehan anehh keamanannya di ragukan JD takut kalo mau makek ini aplikasi mau top up pun rag2 q...takutnya nanti di hack org ilang tuh duit q pdhal selama ini. Enak2 aja semenjak di update makin aneh,Negatif
5,Kelebihan memakai aplikasi Gojek : Fasilitas yang ada di gojek lengkap. Kekurangan memakai aplikasi Gojek : semakin banyak fasilitas maka ongkir akan naik drastis.,Positif
1,Parah drivernya satu pun gaada yg punya jas hujan buat penumpang,Negatif
1,susah dapet driver padahal di kota bandung,Negatif
5,Kerja,Positif
4,Kadang not responding app nya,Positif
5,"Udah ngerasain lamanya ngantri mau beli makanan aja, syukurlah ada go food, biar Abang Go-Jek aja yg gantiin ðŸ˜ðŸ‘",Positif
5,Lebih menghemat tenaga dan waktu di kala genting,Positif
1,"Ini lost conection Mulu dah , jadi ga bisa pake . Padahal aps lain aman",Negatif
1,Pada takut air ujan,Negatif
5,Trima kasih karna sdh ad fitur go transit,Positif
5,Pelayanan nya ok,Positif
1,ampas,Negatif
5,Sopirnya sopan n baik.,Positif
1,kenapa layanan gopay later tidak bisa di guna kan padahal kita bayar seblm jatuh tempo loh ? padahl aku buat jagaÂ² buat beli gofood,Negatif
5,Weh napa aplikasinya ngelag2 niii?,Positif
1,"ongkir makanan biasanya 10 ribu malah jadi 2x lipat, padahal cuma 1 km",Negatif
5,Gokil gk ada yg lebih baik yg lebih rumit bnyak,Positif
1,Kecewa plalet3r tidak bisa digunakan nyesel bayar lunas,Negatif
1,"Akun kok bisa hilang,padahal baru di isi saldo",Negatif
1,Gblok apk tolol!,Negatif
5,Oke,Positif
1,Jelek,Negatif
5,Bisa membantu kala sulit,Positif
5,Sangat membantu saat ini,Positif
1,Gk bisa mantau driver gofood. Perbaiki,Negatif
1,Banyak disekitar yang mantep . Malah di kasih yang jauh jauh. Gila,Negatif
5,Ongkosnya jangan kemahalan donk bosku walaupun dijam sibuk,Positif
1,"gak jadi belanja pakai payleter tapi tetep harus bayar bunganya, aplikasi merugikan konsumen",Negatif
1,Padahal kalo hujan butuh banget tapi malah rata2 drivernya matiin aplikasi . Alasan nya driver padat penuh pesanan . Malesss,Negatif
5,"Aplikasi yang memberikan kemudahan dalam transportasi pembayaran, dan pesan makanan ..serta mudah di gunakan",Positif
5,Ok,Positif
1,Diskon nya kebanyakan di srh utang alias peileter. Gw yg org nya anti utang liat nya jd eneg. Di srh utang Mulu. Ky nga niat ksh diskon nya,Negatif
2,"akhir"" ini kenapa ya gopaylater tidak bisa digunakan padahal udah bayar sebelum jatuh tempo aneh. Isi pulsa pake gopaylater tidak bisa padahal baru kemarin isi ulang pulsa teman w terus skrng gagal terus. Tolong di perbaiki sistem nya ,, supaya tidak terjadi apa-apa dan tidak ribet seperti iniðŸ˜”",Negatif
1,"perbaiki sistem, lagi butuh di pakai malah aplikasi freze, lambat",Negatif
5,"Semoga semakin dpt meningkatkn dlm pelayanan dg baik,",Positif
1,"Respon lama , penyelesaian masalah juga lama sekali , ribet , sering sekali sistemnya bermasalah mulai dari gopay dan semua",Negatif
5,Good Luck,Positif
1,Punya gopaylatter tapi gak bisa dipake..mending di hapus aja min admin payllater nya..,Negatif
5,Good service,Positif
5,Cepat tepat aman sangat membantu... Okeeyyy,Positif
5,ok semua,Positif
1,Driver gojek udh pda males ngambil orderan apa ya,Negatif
5,"Knp sekarang pesan kq lama x ya, klo sbelum nya kita psn langsung dpt driver ni malah nunggu",Positif
1,"Semenjak beli ongkir plus, promo + diskon hilang. ðŸ¤¬ðŸ¤¬ðŸ¤¬.",Negatif
5,nyaman ramah dan menyenangkan,Positif
1,"Apk bermasalah, gopay leter tidak bisa digunakan padahal semua tagihan lunas",Negatif
5,Keren .membantu,Positif
2,Om lontong 1,Negatif
5,Ok,Positif
5,"Terimaksih gojek selalu cepat tanggap kalau ada masalah , aplikasi the best pilihan terbaik dalam perjalanan anda",Positif
1,"Tanpa konfirmasi,main potong saldo!!",Negatif
5,"Bersyukur banget skr gojek udah banyak perubahan dan di gambah bekerja sama dengan bank jago makin makin bagus dari segi layanan, fitur dll.",Positif
1,Gopaylater gangguan bagaimana kami bisa membayar??? Tolong berikan informasi,Negatif
1,Apk tolol ngeleg Mulu tolol beneringfjdjeeej,Negatif
1,Knpa gopaylaternya ga bisa di gunakan yaa ?,Negatif
5,Pake gojek seru dan banyak promonya,Positif
2,skrg terlalu mahal,Negatif
1,Dan akhirnya uninstal gojek dan gopay karna ribet dan csnya kacau,Negatif
5,Ok,Positif
1,"Parah selama ini pakai Gopay paylater tidak pernah bermasalah, tiba2 paylater ditolak dan tidak bisa digunakan lagi",Negatif
5,Cepat,Positif
1,"Aplikasi tolol apa si anj pin gua tiba"" gabisa di akses kesalahan terus gmna gua mao tranksaksi bangst lagi penting gini bukanya di bantu cs malah pada diem tolol",Negatif
5,Cepat mantap,Positif
5,Good job,Positif
5,Sipp bangetttttt,Positif
1,Mza mau paylater dibikin susah eror lah,Negatif
5,ðŸ¤©,Positif
5,Good,Positif
5,"gojek selalu membantu bila tidak ada jemputan, termia kasih gojekðŸ¤—",Positif
5,aku senang bersama Gojek selama 5thn .,Positif
5,Top,Positif
5,"Sejauh ini nyaman dan alhamdulillah selalu ketemu driver yg sangat"" baik Aamiin",Positif
1,"Pesen makanan tidak lengkap, solusi dr gojek tidak ada..lambat penanganan nya, biaya doang mahal",Negatif
5,"No GO-FOOD, GO-SEND YES, TRANSAKSI MANUAL, JEMPUT VIA GO-SEND, HEMAT KEMANA2",Positif
1,"Udah lama pake gojek, lama lama sekarang kurang minat, makin kesini jarang banget dapet diskon biarpun sering pake berkali kali bertahun tahun malah tambah mahal, sangat disayangkan mau jadi juragan ato anak sultan kaya malah tambah mahal, banyak beberapa pilihan manfaat yg menurut saya malah harus tambah biaya banyak jadinya, jarak deket aja sekarang mahal bgt, banyak aplikasi yg lain lebih murah seperti toko orange, jadi jujur aja ga semenyenangkan dulu...",Negatif
1,HATI2 SIMPAN UANG DI GOJEK.. SAYA KEHILANGAN 409RB TANPA SAYA MENGETAHUI TRANSAKSI TERSEBUT.. JGN DIPAKAI LAGI APLIKASI BERBAHAYA INI,Negatif
5,Mantap banget layanan nya,Positif
5,bagus dan cepat,Positif
5,bad,Positif
5,lumayan lah baguss,Positif
1,Belakang ini jd sering ngefreeze trus force close.,Negatif
1,"Dari pertama adanya gofood sampai sekarang, benar benar semenjak ada pembaharuan malah pelayanan gofood makin buruk. Layanan online yg harusnya memudahkan orang alias praktis justru harus nunggu lebih dari satu jam. Tolong segera diperbaiki!",Negatif
5,Baik,Positif
5,Ok bgt,Positif
5,Good,Positif
5,Semuanya bagus,Positif
1,"Banyak bugnya tiba tiba cari tiket nonton (GoTix) eh malah gada coba tutup aplikasi terus buka lagi sama aja ga ada.Tolong di fiks yaa pihak gojek,saya jadi kesusahan buat pesan tiket bioskop secara online.Terimakssih",Negatif
1,"makin lama menangani permasalahan konsumen,masalah yang ditangani juga tidak selesai .",Negatif
5,Ini gimana kuota gak tersedia semua,Positif
4,Ok,Positif
5,mantap,Positif
5,Oke,Positif
5,promo nya kurang nih,Positif
5,Tepat waktu,Positif
5,Sopan dan sabar.,Positif
5,"baik, semangat berkarya",Positif
4,Ok,Positif
1,"Layanan food makin kesini makin lama, padahal driver gojek banyak yang nongkrong, gak kayak dulu yg sat set sat set, tidak rekomen bagi yg perlu cepat dan lapar, mending makan di tempat, kalah cepeeeeet sama shopeefood,",Negatif
5,Cepat respon,Positif
5,Apk yang baik,Positif
1,"Bagian gofood ngga enak bgt njirr ngga bisa liat drivernya udah jalan atau belum buat ngambil makanannya , dulu pesen yg deket sini cepet sampenya ,sekarang dgn fitur yg tidak nampilin map jadi lebih lama ,kayaknya sengaja di lamain drivernya buat ambil parah",Negatif
1,"Tolong hapus kebijakan driver gofood bisa ngedrop makanan pelanggan lain dulu donk. Saya 2x di rugikan. Pertama pesan bubur ayam, sampe rumah bubur sudah tidak panas krn driver mampir ngedrop ke tempat lain. Barusan pesen mie ayam, driver malah ngedrop dulu sampe johar. Katanya searah, searah gimana lokasi saya di kalibanteng. Percuma tier udah anak sultan tapi gak ada opsi prioritas",Negatif
1,Ngirim gopay aja lama,Negatif
5,respon cepat dan tanggap....good job.ðŸ‘ðŸ™,Positif
1,"Terlalu lama mendapatkan driver,",Negatif
4,Ok,Positif
5,Sangat membantu sekali,Positif
1,Rating saya turunkan. Semenjak gopay plus saya diturunkan jadi reguler. Mau upgrade ga bisa bahkan sampai sekarang. Ok sampai disini....,Negatif
1,"Ada apa dengan aplikasi nya bapak/ibuk kenapa selalu nge stuck begitu dan akhirnya paksa tutup atau loading yang lama sedangkan koneksi dalam keadaan baik, mohon di perbaiki lagiya untuk aplikasinya bagus ko terimakasih",Negatif
5,Mantap,Positif
1,"PAYLATER LIMIT NAIK, TIDAK PERNAH TERLAMBAT BAYAR UPGRADE , SEKARANG GAK BISA DI GUNAKAN TOLONG PERBAIKI",Negatif
1,Ribet,Negatif
5,"Pengambilan bukan yang terdekat, akhirnya menunggu lama",Positif
5,Bagus,Positif
5,Supaya bisa pake gopay pinjam lama ya proses nya,Positif
5,Terima kasih atas layanan nya ðŸ™,Positif
5,Bagus,Positif
5,Ok bnget,Positif
5,Ok semua,Positif
5,Sangat bagus,Positif
2,Gopay later tidak bisa d gunain padahal pembayaran lancar sebelum jatuh tempo,Negatif
5,Good,Positif
1,"Gopay saya berkurang Rp 45.000 secara tiba tiba, tidak ada riwayat transaksi, aplikasi gojek ternyata maling uang customer, hati hati",Negatif
4,"Cepat, layanan memuaskan",Positif
5,Aplikasi sangat membantu sekali ketika sedang ada keperluan untuk pekerjaan ataupun untuk pribadi. Terus gojek suka kasih diskon loh..,Positif
5,Sangat baik,Positif
5,Mantap,Positif
5,"Pelayanan yang sangat baik dan cepat, serta kurir yang ramah tamah Semoga terus meningkatkan kualitas pelayanan yang terbaik bagi seluruh pelanggan Go-Jek",Positif
5,Gojekfitrafitra,Positif
4,Top,Positif
5,Mantap,Positif
2,"Ga bs diinstall di hp saya, pdhl wifi kuat, aneh deh, space udh cukup min",Negatif
1,Ngasih gopaylater Tapi gak bisa di gunakan Pemberitahuan selalu dapat diskon Terlalu betele tele,Negatif
2,"Order gofood harga cuma 30rb aja jd 50rb , mahal banget ongkir sama biaya jasa nya buset",Negatif
1,"aplikasi kocak,saya mau bayar tagihan gopay pinjam ,tapi menu gopay pinjam saya malah tidak bisa dibuka,gimana cara saya supaya bayar tagihan dengan aman,masa lewat sms aja,mana mau saya",Negatif
5,Bagus,Positif
5,Semakin terdepan Hemat ongkos Layanan â˜†â˜†â˜†â˜†â˜† Aman selamat,Positif
5,Usefull love it,Positif
5,"Aplikasi ini sangat membantu terutama untuk layanan transportasi & makanan sudah include, begitu juga layanan yang disediakan bisa memenuhi permintaan konsumen dalam waktu yang cepat.-",Positif
5,"Better lah,,",Positif
4,"Gojek asik, fitur gofood voucher gratis ongkir sama diskon makanan minta bisa digabungin dong",Positif
5,Mudah pemggunananya,Positif
5,Baik,Positif
5,Membantu sekali,Positif
1,gabisa login aneh,Negatif
5,Aplikasi yg bgus,Positif
5,Mantap,Positif
2,"Penggunaan Cara Bayar GO-PAY Later sering sekali bermasalah, TIDAK ADA KONEKSI INTERNET, COBA BEBERAPA SAAT LAGI, begitu berulang2, setelah ganti Cara Bayar GO-PAY Tunai langsung lancar.. Percuma juga GO-PAY Later gak bisa digunakan.",Negatif
5,Paling Murah,Positif
5,Mantaplah..,Positif
5,esip,Positif
2,"Tadi pesen jam 1 pagi, ngk ada satupun driver yang mau ambil, mereka beralasan jauh dari titik merek standby. Hampir 5 driver saya order ngk ada yang mau...",Negatif
1,Apa makin lama di pake makin MAAAAHHHAAAAALLLLLL Di tambah ada dana di gopay. Ongkosnya tambah naik melambung tinggi. Awal aja murah gimana sih makin memberatkan sajaðŸ˜ðŸ˜ Trus di update bukanya bagus tambah burik.gak ada LG dpt diskon di bintang apa ini gojek makin memberatkan konsumen.,Negatif
5,Good sangat membantu,Positif
5,Cukup bagus,Positif
5,Baik,Positif
5,Okayyyy,Positif
5,Rekomendasi,Positif
5,ðŸ‘,Positif
1,".,. ... ..... . .. . .....,.... .... . .... . .. .. .... .?..?. .??.. ...? ... ... .. .,. ,, ?. , ...... ,.. ...,., . . . . .....? .., ... ...... . . . ... . . . .. . ......,..... . . .,. ,. . ?... ....... .... . . .. . . . .. ,, . . ..... ......... . . . ................ .,.., .. .?. .......... . ... . , . . . .. . . . . . . ...... ,,..le .. . ... . .. . . .. .... .",Negatif
5,Alhamdulillah cukup membantu bgtttt. Terutama utk anter ank sekolah. Bnyk promonyaðŸ¥°semoga promony bs lbh bnykkk lgðŸ¥°sukses sll utk gojek IndonesiaðŸ‘,Positif
1,Mohon diperbaiki.,Negatif
5,sekarang saya lebih suka app ini......aplikasinya bagus dan yg penting drivernya selama ini nemuin orangnya sopan2....semoga di pertahankan.,Positif
2,Mgg lalu sy udah download dapat murah hanya sekali saja besoknya harga sudah lebih mahal dari maxim dan indrive jadi auto hapus aplikasi,Negatif
5,mantap bro,Positif
1,iklan jelek banget,Negatif
2,napa dah ni aplikasi ngelag mulu yah.. udh gtu gopaylaterny g muncul lah mau dibyr kagak in udh akhir bulan loh,Negatif
5,good,Positif
1,"Saya klau berangkat kerja selalu menggunakan go transit, tapi kenapa belakang ini sulit di akses, dengan alasan server sedang sibuk, dan ditangani nya itu lama banget, sampai saya beli tiket kereta baru dengan harga 40rb, sayang banget padahal saldo di gopay masih banyak banget, kecewa deh dengan gopay.",Negatif
5,gojek mantap,Positif
1,Bener bener kecewa sama gojek sekarang saya pesen makan tapi sampai 30 menit lebih gak dapet dapet driver,Negatif
5,Membantu,Positif
5,Good,Positif
1,payaah laah... limit payleter masi ada 900 tapi ga bisa di pake.. gojek makin ga jelass..,Negatif
1,Ganggu iklannya,Negatif
5,sangat baik,Positif
1,Ribet,Negatif
1,Apk sukanya ngilangin saldo aja transaksi berhasil tapi saldonya gk masuk padahal di saya saldonya dah kurang udah 2x begini otw copot pemasangan ganti dana aja,Negatif
1,Kayak anjinkk sistem gojek nih. Saldo driver dicuri teros. Bonus tak pernah dikasi. Jahanam memang kalian semua itu ya,Negatif
2,Ada apa dengan paylater. Limit ful. Tp tidak bisa d gunakan buat apapun. JD percuma,Negatif
1,"Uangku hilang di kirim pihak ke3, saya laporkan tidak ada tindak lanjut, padahal anda tahu kemana uang itu di transfer. Sejak saat itu saya tak pakai lagi anda sebagai alat pembayaran aku tak percaya .. anda tak aman. Kecewa",Negatif
1,Setelah upgread Gopaylater ke MAB malah ditolak aneh ni aplikasi makin kesini makin gak Jelas malah,Negatif
2,ini gojek kenapa sih biasanya aman aja malah sekarang bermasalah,Negatif
5,Bagus kok,Positif
5,Mantap dalam segala hal apapun,Positif
1,gua gabisa balik gara2 go transit lu yg error,Negatif
1,"Aplikasi sampah, kalo hujan susah banget dapet drivernya. Beda sama kompetitor lain!",Negatif
4,map atau petanya sekarang kok berubah yaa biasa jalannya keliatan semua skrg gak lagi putih semua hmm,Positif
5,Mantap,Positif
1,Gotransit maintenance gabisa balik gua ini woi,Negatif
5,Apk yg insyaAllah slalu ada jalan bt selamat samapi tujuan. Keep healthy keep savety,Positif
5,selalu ada dan bisa diandalkan,Positif
5,Sllu pakai gjk,Positif
1,gopaylaternya gak bisa dipake,Negatif
5,Kitu weh,Positif
1,"Pas lagi urgent, server sibuk",Negatif
1,Makin buruk,Negatif
5,Bikin lebih mudah,Positif
1,Fakiu,Negatif
5,Mantap,Positif
1,Aplikasi sering eror,Negatif
5,Crew ramah,Positif
5,bagus,Positif
5,Pertahankan ya bosqu,Positif
1,PROMO VOCER MODUS SEMUA WAKAKAKKA MAU NGAKALIN DOANG BIKIN PROMO HAHAHAH SEGITU NYA CARI UANG SAKING KALAH SAING ðŸ˜„AWAL GOJEK OKE TP KLO SKR OGAH AMAT PAKE GOJEK MENDING YG LAIN LBH MURAH GA ADA PROMO TP MURAH DRPD BKN PROMO TP NIPU WKWKWKWKW APLIKASI BEGO,Negatif
1,Error d jam2 pulanf,Negatif
1,Gajelas server padat terus,Negatif
1,"Tolong dong, gimana ini? Pembayaran di ganti dari tunai ke gopay malah gak masuk ke driver nya sampe saya harus tf ulang, rugi dong saya",Negatif
5,Good,Positif
2,"Paylater dah di bayar mash aja nlp muluk sialan amat,bgmn sih ganggu bngt jadinya..",Negatif
1,"Aplikasi tolol , udah pake GPS masih aja salah",Negatif
5,mantap,Positif
1,"biaya konyol. orang pesen gofood ko malah ada BIAYA LAIN ada 1. biaya pemeliharan aplikasi. 2. biaya bungkus 1. lah ko apk mau bagus dibebankan ke customer tiap transaksi lagi kan anehh 2. biaya bungkus, emang driver ikut bungkus ya dan ada matrial sampe ada jasa bungkus, jikapun ada biaya bungkus ya harusnya dari toko/restorannya bukan dari apk gojeknya.",Negatif
1,"makin hari ni apk ini makin gajelas,masa gua pesan tiket kereta servernya padet mlu,payyahhhhhhh",Negatif
1,*)Pengen komplain ke gojek pake media cetak yg Gedhe banget satu halaman full. +8043 Mbak..mbak.. Kamu ga da ahlak. *) RABU 29 NOV 2023 GOJEK KENAPA YA KALO SAM AKUN AKU KOK SENSI BANGET .PDAHAL STATUS AKUN GOJEK AKU TUH udah Bos. Ga tau knp kok ruwet sekarang gojek ini,Negatif
5,Saya suka,Positif
1,lama g pakai gojek ehh ini pakai kecewa habiss lemott sistemnya slrg bikin lama,Negatif
5,Praktis tanpa keluar rumah,Positif
5,Mantaf ongkosnya kompetitif,Positif
5,Oke,Positif
4,Lumayan,Positif
1,"Perubahan fungsi gopaylater tidak seperti dulu. Ngga bisa di andelin lagi. Tidak perlu di jelaskan melalui email segala macem, semua jelas. bintang 1 adalah harga yang pantas bagi manajeman gopay yang menghilangkan beberapa fungsi di gopaylater. Saya tambahin bintang 1 lagi nanti kalo saya naik gojek.",Negatif
1,Min tolong buat driver LBH dprhtikn lagi masih banyak yg suka puter balik sembarangan bnyk yg nerobos lalu lintas cari rejeki ya cari rejeki TPI ingat keselamatan pengendara yg lainnya,Negatif
5,Sy sering pakai Gocar dan ok.,Positif
5,Mantap. Membantu saat mager cari makanan,Positif
5,baik,Positif
5,Bagus,Positif
5,membantu dn memudahkan sekali,Positif
5,Ulang tahun ya buat go-jek barakallahu fiikum yang ke-13 tahun makin dipercaya dan makin memberi kemaslahatan bagi orang banyak.,Positif
2,Kon**** driver lama banget di gofood ampe dinginnnnn. Benerin tuh sistem nya,Negatif
1,Kenapa sekarang gak bisa masuk akun gojek lewat facebook,Negatif
5,Ok mantab nya pool,Positif
2,Pengalaman ku menggunakan Aplikasi gojek Lumayan membatu si. Hanya saja saya 2 bulan terahir ini lumayan terganggu dengan ada nya promosi dari gojek yg menawarkan pinjaman finansial. Dalam promosi nya lumayan gencar si. Tapi yg jadi pertanyaan adalah Pihak gojek itu menawarkan kemudahan pinjaman itu apakah sudah sesuai dengan cara menawar kan yg begitu semangat dan seolah olah sedemikian gampang nya mendapatkan kemudahan pinjaman itu sebab kalao tidak gampang so pasti akan membuat kecewa b,Negatif
4,Ok,Positif
5,Mantap,Positif
5,Sangat memuaskan,Positif
2,"Maaf untuk pihak gojek saya merasa kesulitan ketika mau top up gopay via driver karena driver sendiri rata2 tidak memiliki saldo yg cukup , saya sudah coba bbrp kali via driver tpi sama .",Negatif
5,Bagus,Positif
5,Nyaman dan mudah digunakan,Positif
5,Aplikasi oke,Positif
2,Saya tidak bisa mendownload padahl ruang penyimpanan sangat cukup dan juga saat mau mendownload ada tulisan/pemberitahuan yang saya tidak mengerti,Negatif
5,Membantu,Positif
1,"sumpahhh gak bisa di download,kesel kaliiiii",Negatif
5,Saya sudah lama gunakan gojeg Yaman pisan Poko na mh,Positif
1,Gopaylater gak bisa di gunakan padahan saya gak pernah telat bayar jadi kecewa,Negatif
5,Alhamdulillah selalu memuaskan,Positif
1,Parah. Gopay later gak bisa digunakan. Ganti alamat email saja susah dan tidak direspon ðŸ˜¡,Negatif
5,penjemputan cepat.,Positif
5,sangat bagus,Positif
1,Kenapa go paylater tdak dpt di gunakan...,Negatif
5,Bagus,Positif
5,Oke,Positif
1,Good apk!!!,Negatif
5,oke,Positif
5,ðŸ‘ðŸ‘ðŸ‘,Positif
1,"Halo mimin, saya ada kendala diakun gojek saya, saya dari 24 Oktober akun gopay saya belum terbuka-buka dan saya pada waktu itu saya tidak melanggar syarat gopay. Dan waktu itu saya sedang memesan pizza lewat goofod pakai gopay dirumah temen, setelah itu sesampainya saya pulang ada notifikasi maaf akun anda terdeteksi blabla.. pdhl sy tdk melakukan pelanggaran apapun, tolong bukakan akun gopay saya min. Terimakasih min",Negatif
5,Selalu jadi andalan,Positif
5,"Aplikasinya keren ada go club ,saya sudah jadi anak sultan tapi baru beberapa bulan udah lebih dari 60000 XP.ðŸ˜ðŸ˜ðŸ˜",Positif
4,Banyak promo nya,Positif
5,Excelent,Positif
1,"Gopay later udah ga bisa buat beli pulsa, proses pemesanan pasti kendala nglaaaaaaggg koyo wong mumet!!",Negatif
5,puas dan bagus,Positif
5,mudah dan cepat,Positif
5,Sangat bagusss,Positif
5,Mungkin bisa ditambahkan Fasilitas chat customer dgn driver,Positif
5,"sangat membantu dalam hal transportasi yg urgent ,dan memdesak",Positif
1,Sudah bayar lunas tagihan tapi Gopaylater tidak bisa digunakan.,Negatif
5,"Aplikasi ok, memudahkan mencari kendaraan",Positif
1,"Hallo min ini gopaylaternya penipuan atau bagaimana? Di aplikasi tertulis bunga 2% untuk per transaksi,saat saya transaksi kok bunganya jadi 4.95% per transaksi padahal tenor hanya 1 bulan saja ?? Nggak sesuai ,padaha di awal gopaylater mab baru launching bungamya betulan 2% per transaksi",Negatif
5,Bagus aplikasi nya,Positif
5,sangat bagus aplikasi ni dan komplit fitur nya,Positif
5,Saham GOTO pasti terbang somoga bagi-bagi deviden,Positif
1,"saya ada keluhan tidak ditanggapi , gak ada solusi!!! kcewa sm gojek pdhl sdh 8 tahun saya pakai aplikasi ini!!!",Negatif
5,Sangat membantu di saat saya lapar malas keluar,Positif
1,"Gak ngapa""in gopay malah di blokir",Negatif
5,sangat puas,Positif
1,ðŸ¤¡ðŸ¤¡,Negatif
5,Good,Positif
5,Kereen,Positif
2,"Gopay saya sudah plus kok tiba-tiba balik lagi ke akun reguler, apakah bisa dibalikin keplus lagi?",Negatif
5,banyak promo,Positif
5,Mantap semoga layanannya semakin baik untuk rakyat Indonesia,Positif
